Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Country 1,Country 2,Country 3,Country 4,Country 5,Country 6,Country 7,Country 8,Country 9,Country 10,Country 11,Country 12,Country 13,Country 14,Country 15,Country 16,Country 17,Country 18,University 1,University 2,University 3,University 4,University 5,University 6,University 7,University 8,University 9,University 10,University 11,University 12,University 13,University 14,University 15,University 16,University 17,University 18,Author with Affliliation 1,Author with Affliliation 2,Author with Affliliation 3,Author with Affliliation 4,Author with Affliliation 5,Author with Affliliation 6,Author with Affliliation 7,Author with Affliliation 8,Author with Affliliation 9,Author with Affliliation 10,Document Type,Publication Stage,Source,EID
"Lian, Wen Xun (57537047000)","Ramiah, Harikrishnan A.L. (9335469500)","Chong, Gabriel (57203891427)","Kishore Kumar, P. C. (57194154020)","Lai, Nai Shyan (26655741900)","Chen, Yong (55878288500)","Pui-In, Mak In (7005044542)","Martins, Rui Paulo Da Silva (7202166134)",,,57537047000; 9335469500; 57203891427; 57194154020; 26655741900; 55878288500; 7005044542; 7202166134,A -20-dBm Sensitivity RF Energy-Harvesting Rectifier Front End Using a Transformer IMN,2022,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,23,10.1109/TVLSI.2022.3207158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139484913&doi=10.1109%2FTVLSI.2022.3207158&partnerID=40&md5=74ca8e6a3799f27dda4a343c604a5897,Malaysia,Malaysia,Malaysia,Macao,Portugal,,,,,,,,,,,,,,Universiti Malaya,Nexperia Research and Development Penang,Asia Pacific University of Technology and Innovation,State Key Laboratory of Analog and Mixed-Signal VLSI,Instituto Superior Técnico,,,,,,,,,,,,,,Wen Xun Lian - Universiti Malaya,Harikrishnan A.L. Ramiah - Universiti Malaya,Gabriel Chong - Universiti Malaya,P. C. Kishore Kumar - Universiti Malaya,Nai Shyan Lai - Asia Pacific University of Technology and Innovation,Yong Chen - Taipa,Mak In Pui-In - Taipa,Rui Paulo Da Silva Martins - Taipa,,,Article,Final,Scopus,2-s2.0-85139484913
"Kamsin, Intan Farahana Binti (57201290098)","Mat Salleh, Nor Syazwani Binti (57214367097)","Zainal, Nur Khairunnisha Binti (57201297280)","Hassan, Noor Hafizah Bt (25621290400)",,,,,,,57201290098; 57214367097; 57201297280; 25621290400,Learning Styles Integration in ICT Literacy Module (mLICT-OA) Development for Orang Asli Students,2022,International Journal of Information and Education Technology,1,10.18178/ijiet.2022.12.11.1747,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139234150&doi=10.18178%2Fijiet.2022.12.11.1747&partnerID=40&md5=002d02b8b13f10482a13d8c2378c64f8,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Intan Farahana Binti Kamsin - Asia Pacific University of Technology and Innovation,Nor Syazwani Binti Mat Salleh - Asia Pacific University of Technology and Innovation,Nur Khairunnisha Binti Zainal - Asia Pacific University of Technology and Innovation,Noor Hafizah Bt Hassan - Asia Pacific University of Technology and Innovation,,,,,,,Article,Final,Scopus,2-s2.0-85139234150
"Fatima, Bushra (57197869085)","Bibi, Farhana (57265895100)","Ali, Muhammad Ishtiaq (57203494811)","Woods, Jeremy D. (22235896900)","Ahmad, Mushtaq (56430353500)","Mubashir, Muhammad (55234503500)","Shariq Khan, Mohd (57883726100)","Bokhari, Awais (55251309900)","Khoo, Kuan Shiong (57209198778)",,57197869085; 57265895100; 57203494811; 22235896900; 56430353500; 55234503500; 57883726100; 55251309900; 57209198778,Accompanying effects of sewage sludge and pine needle biochar with selected organic additives on the soil and plant variables,2022,Waste Management,11,10.1016/j.wasman.2022.08.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137722111&doi=10.1016%2Fj.wasman.2022.08.016&partnerID=40&md5=5c74c992c6a3e0e60c670819a062f843,Pakistan,United Kingdom,Pakistan,Malaysia,Oman,Czech Republic,Pakistan,Taiwan,,,,,,,,,,,Quaid-i-Azam University,Imperial College London,Quaid-i-Azam University,Asia Pacific University of Technology and Innovation,Dhofar University,Brno University of Technology,COMSATS Institute of Information Technology Lahore,Yuan Ze University,,,,,,,,,,,Bushra Fatima - Quaid-i-Azam University,Farhana Bibi - Quaid-i-Azam University,Muhammad Ishtiaq Ali - Quaid-i-Azam University,Jeremy D. Woods - Imperial College London,Mushtaq Ahmad - Quaid-i-Azam University,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Mohd Shariq Khan - Dhofar University,Awais Bokhari - Brno University of Technology,Kuan Shiong Khoo - Yuan Ze University,,Article,Final,Scopus,2-s2.0-85137722111
"Lopez-Fernandez, Miriam (57868778600)","Tariq, Sadaf (57699362200)","Naseem, Khalida (56820008200)","Ahmad, Awais I. (57221479477)","Khan, Safia (57221934005)","Younas, Umer (55229491100)","Sufyan Javed, Muhammad (58985688200)","Wong, S. F. (56924159300)","Luque, Rafael L. (26643003700)","Ali, Shafaqat M. (57220922819)",57868778600; 57699362200; 56820008200; 57221479477; 57221934005; 55229491100; 58985688200; 56924159300; 26643003700; 57220922819,"Graphene based composite membranes for environmental toxicology remediation, critical approach towards environmental management",2022,Chemosphere,7,10.1016/j.chemosphere.2022.136034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137051453&doi=10.1016%2Fj.chemosphere.2022.136034&partnerID=40&md5=b03422dc1ee73dbda0743e1eac2fa650,Spain,Pakistan,Pakistan,Pakistan,Pakistan,China,Malaysia,Russian Federation,Pakistan,Taiwan,,,,,,,,,Universidad de Córdoba,Government College University Faisalabad,University of Central Punjab,Quaid-i-Azam University,University of Lahore,Lanzhou University,Asia Pacific University of Technology and Innovation,RUDN University,Government College University Faisalabad,China Medical University,,,,,,,,,Miriam Lopez-Fernandez - Universidad de Córdoba,Sadaf Tariq - Government College University Faisalabad,Khalida Naseem - University of Central Punjab,Awais I. Ahmad - Universidad de Córdoba,Safia Khan - Quaid-i-Azam University,Umer Younas - University of Lahore,Muhammad Sufyan Javed - Lanzhou University,S. F. Wong - Asia Pacific University of Technology and Innovation,Rafael L. Luque - Universidad de Córdoba,Shafaqat M. Ali - Government College University Faisalabad,Article,Final,Scopus,2-s2.0-85137051453
"Azhar, Umair (57193441819)","Ahmad, Huma (57855789100)","Shafqat, Hafsa (57855371100)","Babar, Muhammad Ali (57209479190)","Shahzad Munir, Hafiz Muhammad (57855580200)","Sagir, Muhammad (37046407700)","Arif, Muhammad (58306817600)","Hassan, Afaq (57214773767)","Rachmadona, Nova (57211903552)","Saravanan Rajendran, Saravanan Kumar (7004886581)",57193441819; 57855789100; 57855371100; 57209479190; 57855580200; 37046407700; 58306817600; 57214773767; 57211903552; 7004886581,Remediation techniques for elimination of heavy metal pollutants from soil: A review,2022,Environmental Research,183,10.1016/j.envres.2022.113918,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136521797&doi=10.1016%2Fj.envres.2022.113918&partnerID=40&md5=e975a933012deb9e87e69e6b63129a1b,Pakistan,Japan,Indonesia,Chile,Malaysia,Taiwan,,,,,,,,,,,,,Khwaja Fareed University of Engineering & Information Technology,Kobe University,Universitas Padjadjaran,Universidad de Tarapacá,Asia Pacific University of Technology and Innovation,Yuan Ze University,,,,,,,,,,,,,Umair Azhar - Khwaja Fareed University of Engineering & Information Technology,Huma Ahmad - Khwaja Fareed University of Engineering & Information Technology,Hafsa Shafqat - Khwaja Fareed University of Engineering & Information Technology,Muhammad Ali Babar - Khwaja Fareed University of Engineering & Information Technology,Hafiz Muhammad Shahzad Munir - Khwaja Fareed University of Engineering & Information Technology,Muhammad Sagir - Khwaja Fareed University of Engineering & Information Technology,Muhammad Arif - Khwaja Fareed University of Engineering & Information Technology,Afaq Hassan - Khwaja Fareed University of Engineering & Information Technology,Nova Rachmadona - Kobe University,Saravanan Kumar Saravanan Rajendran - Universidad de Tarapacá,Article,Final,Scopus,2-s2.0-85136521797
"Ali, Abulhassan (56435091800)","Mubashir, Muhammad (55234503500)","Abdulrahman, Aymn (12768998600)","Phelan, Patrick E. (7102833522)",,,,,,,56435091800; 55234503500; 12768998600; 7102833522,Ultra-permeable intercalated metal-induced microporous polymer nano-dots rooted smart membrane for environmental remediation,2022,Chemosphere,9,10.1016/j.chemosphere.2022.135482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133793070&doi=10.1016%2Fj.chemosphere.2022.135482&partnerID=40&md5=07f56ac9fa313d23279bc702c461b343,Saudi Arabia,Malaysia,United States,,,,,,,,,,,,,,,,University of Jeddah,Asia Pacific University of Technology and Innovation,Ira A. Fulton Schools of Engineering,,,,,,,,,,,,,,,,Abulhassan Ali - University of Jeddah,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Aymn Abdulrahman - University of Jeddah,Patrick E. Phelan - Tempe,,,,,,,Article,Final,Scopus,2-s2.0-85133793070
"Ahmad, Awais I. (57221479477)","Tariq, Sadaf (57699362200)","Zaman, Jahid Uz (57469584800)","Martín-Perales, Ana Isabel (57219745032)","Mubashir, Muhammad (55234503500)","Luque, Rafael L. (26643003700)",,,,,57221479477; 57699362200; 57469584800; 57219745032; 55234503500; 26643003700,Recent trends and challenges with the synthesis of membranes: Industrial opportunities towards environmental remediation,2022,Chemosphere,43,10.1016/j.chemosphere.2022.135634,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133773062&doi=10.1016%2Fj.chemosphere.2022.135634&partnerID=40&md5=9362b0e4832c773f47e746a9552afec4,Spain,Pakistan,France,Malaysia,,,,,,,,,,,,,,,Universidad de Córdoba,Government College University Faisalabad,Université de Poitiers,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,Awais I. Ahmad - Universidad de Córdoba,Sadaf Tariq - Government College University Faisalabad,Jahid Uz Zaman - Université de Poitiers,Ana Isabel Martín-Perales - Universidad de Córdoba,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Rafael L. Luque - Universidad de Córdoba,,,,,Article,Final,Scopus,2-s2.0-85133773062
"Tengku Hassan, Tengku Nur Adibah (56053848900)","Jusoh, Norwahyu Binti (54991089100)","Yeong, Yin Fong (25823579000)","Sow Mun, Serene Lock (57789826500)","Suhaimi, Nadia Hartini (57214777218)","Mubashir, Muhammad (55234503500)",,,,,56053848900; 54991089100; 25823579000; 57789826500; 57214777218; 55234503500,Enrichment of biogas through composite membrane of PEBA-1657/ hierarchical T-type zeolite,2022,Chemosphere,11,10.1016/j.chemosphere.2022.135529,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133700877&doi=10.1016%2Fj.chemosphere.2022.135529&partnerID=40&md5=d6f44364bbe9ffe5e18624c0a35e96d4,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,,,,Universiti Teknologi PETRONAS,Universiti Teknologi PETRONAS,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,Tengku Nur Adibah Tengku Hassan - Universiti Teknologi PETRONAS,Norwahyu Binti Jusoh - Universiti Teknologi PETRONAS,Yin Fong Yeong - Universiti Teknologi PETRONAS,Serene Lock Sow Mun - Universiti Teknologi PETRONAS,Nadia Hartini Suhaimi - Universiti Teknologi PETRONAS,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,,,,,Article,Final,Scopus,2-s2.0-85133700877
"Tawfik, Ahmed (8600310700)","Moanis, Radwa (57345701500)","Qyyum, Muhammad Abdul (57195568613)","Kumari, Sheena K. (26534334800)","Bux, Faizal B. (6701375835)","Ayub, Hafiz Muhammad Uzair (57219504506)","Khan, Mohd Shariq (36925195900)","Bokhari, Awais (55251309900)","Mubashir, Muhammad (55234503500)","Khoo, Kuan Shiong (57209198778)",8600310700; 57345701500; 57195568613; 26534334800; 6701375835; 57219504506; 36925195900; 55251309900; 55234503500; 57209198778,Sustainable fermentation approach for biogenic hydrogen productivity from delignified sugarcane bagasse,2022,International Journal of Hydrogen Energy,20,10.1016/j.ijhydene.2021.09.200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119333105&doi=10.1016%2Fj.ijhydene.2021.09.200&partnerID=40&md5=18fde900f5c0c24e3207ae5674f1c5dc,Egypt,Egypt,Oman,South Africa,Oman,Czech Republic,Pakistan,Malaysia,Malaysia,Malaysia,South Korea,,,,,,,,National Research Centre,Faculty of Science,Sultan Qaboos University,Durban University of Technology,Dhofar University,Brno University of Technology,COMSATS Institute of Information Technology Lahore,Asia Pacific University of Technology and Innovation,UCSI University,The University of Nottingham Malaysia Campus,Yeungnam University,,,,,,,,Ahmed Tawfik - National Research Centre,Radwa Moanis - Faculty of Science,Muhammad Abdul Qyyum - Sultan Qaboos University,Sheena K. Kumari - Durban University of Technology,Faizal B. Bux - Durban University of Technology,Hafiz Muhammad Uzair Ayub - Yeungnam University,Mohd Shariq Khan - Dhofar University,Awais Bokhari - Brno University of Technology,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Kuan Shiong Khoo - UCSI University,Article,Final,Scopus,2-s2.0-85119333105
"Bibi, Farhana (57265895100)","Ali, Muhammad Ishtiaq (57203494811)","Ahmad, Mushtaq (56430353500)","Bokhari, Awais (55251309900)","Khoo, Kuan Shiong (57209198778)","Zafar, Muhammad Zeshan (55584792044)","Asif, Saira (36636749300)","Mubashir, Muhammad (55234503500)","Han, Ning (56438886700)","Loke Show, Pau Loke (47861451300)",57265895100; 57203494811; 56430353500; 55251309900; 57209198778; 55584792044; 36636749300; 55234503500; 56438886700; 47861451300,Production of lipids biosynthesis from Tetradesmus nygaardii microalgae as a feedstock for biodiesel production,2022,Fuel,30,10.1016/j.fuel.2022.124985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132910676&doi=10.1016%2Fj.fuel.2022.124985&partnerID=40&md5=55da4170575d261854334ddc91a6e87c,Pakistan,Pakistan,Pakistan,Czech Republic,Malaysia,Pakistan,Malaysia,Belgium,Malaysia,,,,,,,,,,Quaid-i-Azam University,Quaid-i-Azam University,COMSATS Institute of Information Technology Lahore,Brno University of Technology,UCSI University,PMAS-Arid Agriculture University Rawalpindi,Asia Pacific University of Technology and Innovation,KU Leuven,The University of Nottingham Malaysia Campus,,,,,,,,,,Farhana Bibi - Quaid-i-Azam University,Muhammad Ishtiaq Ali - Quaid-i-Azam University,Mushtaq Ahmad - Quaid-i-Azam University,Awais Bokhari - Lahore,Kuan Shiong Khoo - UCSI University,Muhammad Zeshan Zafar - Quaid-i-Azam University,Saira Asif - Brno University of Technology,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Ning Han - KU Leuven,Pau Loke Loke Show - The University of Nottingham Malaysia Campus,Article,Final,Scopus,2-s2.0-85132910676
"Jiang, Nan (55556353000)","Kaur, Manmeet (57221946906)","Bin Mohd Adnan, Mohd Muttaqin (58314587600)","Turner, Jason J. (57208556187)","Goh, See Kwong (55523833200)",,,,,,55556353000; 57221946906; 58314587600; 57208556187; 55523833200,Development of habitual behaviour in online social gaming: Understanding the moderating role of network externality,2022,nan,0,10.4018/978-1-6684-7589-8.ch054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161976133&doi=10.4018%2F978-1-6684-7589-8.ch054&partnerID=40&md5=d91a3a458878cb7aecce0a8cdb9dc032,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Taylor's University Malaysia,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Nan Jiang - Subang Jaya,Manmeet Kaur - Subang Jaya,Mohd Muttaqin Bin Mohd Adnan - Subang Jaya,Jason J. Turner - Kuala Lumpur,See Kwong Goh - Subang Jaya,,,,,,Book chapter,Final,Scopus,2-s2.0-85161976133
"Murshid, Ghulam (37662124900)","Ali, Abulhassan (56435091800)","Garg, Sahil (57190401806)","Al-Jabri, Said (57819136300)","Mubashir, Muhammad (55234503500)","Loke Show, Pau Loke (47861451300)",,,,,37662124900; 56435091800; 57190401806; 57819136300; 55234503500; 47861451300,Model analysis for development of piperazine activated sodium sarcosinate solutions for environmental sustainability,2022,Sustainable Energy Technologies and Assessments,3,10.1016/j.seta.2022.102509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134890724&doi=10.1016%2Fj.seta.2022.102509&partnerID=40&md5=dbc0075847cc93d2ffc69a5326f77049,Oman,Saudi Arabia,Australia,Denmark,Malaysia,China,Malaysia,India,,,,,,,,,,,Sultan Qaboos University,University of Jeddah,The University of Queensland,Technical University of Denmark,Asia Pacific University of Technology and Innovation,Wenzhou University,The University of Nottingham Malaysia Campus,Saveetha School of Engineering,,,,,,,,,,,Ghulam Murshid - Sultan Qaboos University,Abulhassan Ali - University of Jeddah,Sahil Garg - The University of Queensland,Said Al-Jabri - Sultan Qaboos University,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Pau Loke Loke Show - Wenzhou,,,,,Article,Final,Scopus,2-s2.0-85134890724
"Salahuddin, Zarrar (57203530987)","Farrukh, Sarah (55389193800)","Jan, Rahim (56347389500)","Ayub, Atif (57219225014)","Hussain, Arshad (7202020321)","Pontié, Maxime (6603957072)","Ahmed, Anas (59738764500)","Mubashir, Muhammad (55234503500)",,,57203530987; 55389193800; 56347389500; 57219225014; 7202020321; 6603957072; 59738764500; 55234503500,Environmental treatment and remediation using h-BN based smart and hybrid membrane,2022,Chemosphere,5,10.1016/j.chemosphere.2022.135466,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133256871&doi=10.1016%2Fj.chemosphere.2022.135466&partnerID=40&md5=b81513078d8d32aadb368e880e032957,Pakistan,Pakistan,France,Saudi Arabia,Malaysia,,,,,,,,,,,,,,National University of Sciences and Technology,Materials and Mining Engineering (FCM3),Université d’Angers,University of Jeddah,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,Zarrar Salahuddin - Islamabad,Sarah Farrukh - Islamabad,Rahim Jan - Islamabad,Atif Ayub - Islamabad,Arshad Hussain - Materials and Mining Engineering (FCM3),Maxime Pontié - Université d’Angers,Anas Ahmed - University of Jeddah,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,,,Article,Final,Scopus,2-s2.0-85133256871
"Fatt Chuah, Lai Fatt (56589691800)","Chew, Kit Wayne (57192980692)","Bokhari, Awais (55251309900)","Mubashir, Muhammad (55234503500)","Loke Show, Pau Loke (47861451300)",,,,,,56589691800; 57192980692; 55251309900; 55234503500; 47861451300,Biodegradation of crude oil in seawater by using a consortium of symbiotic bacteria,2022,Environmental Research,77,10.1016/j.envres.2022.113721,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132763880&doi=10.1016%2Fj.envres.2022.113721&partnerID=40&md5=8c41e2ebefa09aa8a17a4f0a20d8f7b7,Malaysia,Malaysia,China,Pakistan,Malaysia,Malaysia,,,,,,,,,,,,,Universiti Malaysia Terengganu,Xiamen University Malaysia,Xiamen University,COMSATS Institute of Information Technology Lahore,Asia Pacific University of Technology and Innovation,The University of Nottingham Malaysia Campus,,,,,,,,,,,,,Lai Fatt Fatt Chuah - Universiti Malaysia Terengganu,Kit Wayne Chew - Xiamen University Malaysia,Awais Bokhari - COMSATS Institute of Information Technology Lahore,Muhammad Mubashir - Asia Pacific University of Technology and Innovation,Pau Loke Loke Show - The University of Nottingham Malaysia Campus,,,,,,Article,Final,Scopus,2-s2.0-85132763880
